9,9
[floor1]
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,0,0,0,0,0,UP,-1
-1,0,0,0,0,0,0,0,-1
-1,0,0,0,0,0,0,0,-1
-1,0,0,0,0,0,0,0,-1
-1,0,0,0,0,0,0,0,-1
-1,D1,-1,0,0,0,0,0,-1
-1,K2,-1,0,0,0,0,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
[floor2]
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,0,0,0,0,DO,UP,-1
-1,0,0,0,0,0,0,0,-1
-1,0,0,0,0,0,0,0,-1
-1,0,0,0,0,0,0,0,-1
-1,0,0,0,0,0,0,0,-1
-1,D2,-1,0,0,0,0,0,-1
-1,T1,-1,0,0,0,0,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
[floor3]
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,0,K5,K1,0,0,0,-1
-1,-1,-1,-1,0,0,0,0,-1
-1,-1,-1,-1,0,0,A1,0,-1
-1,DO,D3,D4,0,0,0,0,-1
-1,-1,-1,-1,0,0,0,0,-1
-1,-1,-1,-1,0,0,0,0,-1
-1,0,0,0,0,0,0,UP,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
[floor4]
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,K4,-1,0,0,0,0,0,-1
-1,D5,-1,0,K3,0,0,0,-1
-1,0,0,0,0,0,0,0,-1
-1,0,0,0,0,0,0,0,-1
-1,0,0,0,DO,0,0,0,-1
-1,0,0,0,0,0,0,0,-1
-1,0,0,0,0,0,0,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
